jenis_kelamin,usia,pendidikan,pekerjaan,penghasilan,domisili,durasi_internet,aktivitas_online_meningkat,aktivitas_online_meningkat_3bln,layanan_aktif_1,layanan_aktif_2,layanan_aktif_3,layanan_aktif_4,layanan_aktif_5,layanan_aktif_6,bank_1,bank_2,bank_3,bank_4,bank_5,bank_6,bank_7,freq_atm,freq_internet_bank,freq_mobile_bank,freq_sms_bank,freq_cabang,fitur_cekSaldo,fitur_mutasi,fitur_transfer_sesamabank,fitur_transfer_antarbank,fitur_pulsa,fitur_tagihan,keluhan_1,keluhan_2,keluhan3,keluhan 4,emoney_pilihan1,emoney_pilihan2,emoney_pilihan3,emoney_pilihan4,emoney_pilihan5,emoney_pilihan6,emoney_pilihan7,emoney_pilihan8,emoney_pilihan9,emoney_pilihan10,emoney_pilihan11,alasan_emoney_1,alasan_emoney_2,alasan_emoney_3,alasan_emoney_4,alasan_money_5,penggunaan_emoney_1,penggunaan_emoney_2,penggunaan_emoney_3,penggunaan_emoney_4,penggunaan_emoney_5,penggunaan_emoney_6,penggunaan_emoney_7,penggunaan_emoney_8,penggunaan_emoney_9,penggunaan_emoney_10,cara_topup_emoney_1,cara_topup_emoney_2,cara_topup_emoney_3,cara_topup_emoney_4,cara_topup_emoney_5,cara_topup_emoney_6,cara_topup_emoney_7,nominal_topup,freq_topup,keluhan_emoney_1,keluhan_emoney_2,keluhan_emoney_3,keluhan_emoney_4,penggunaan_qr_1,penggunaan_qr_2,penggunaan_qr_3,penggunaan_qr_4,lokasi_qr_1,lokasi_qr_2,lokasi_qr_3,lokasi_qr_4,lokasi_qr_5,lokasi_qr_6,freq_belanja_6bln,belanja_online_1,belanja_online_2,belanja_online_3,belanja_online_4,belanja_online_5,belanja_online_6,belanja_online_7,belanja_online_8,belanja_online_9,belanja_online_10,belanja_fashion,belanja_groceries,belanja_hp,belanja_laptop,belanja_elektronik,belanja_kosmetik,belanja_hobi,belanja_pulsa,belanja_makanan,belanja_pesawat,belanja_bioskop,tempat_belanja_online_1,tempat_belanja_online_2,tempat_belanja_online_3,tempat_belanja_online_4,tempat_belanja_online_5,tempat_belanja_online_6,tempat_belanja_online_7,tempat_belanja_online_8,ecommerce_1,ecommerce_2,ecommerce_3,ecommerce_4,ecommerce_5,ecommerce_6,ecommerce_7,ecommerce_8,ecommerce_9,ecommerce_10,ecommerce_11,ecommerce_12,food_delivery,alasan_offline_1,alasan_offline_2,alasan_offline_3,alasan_offline_4,alasan_offline_5,alasan_offline_6,alasan_offline_7,bayar_online_1,bayar_online_2,bayar_online_3,bayar_online_4,bayar_online_5,bayar_online_6,bayar_online_7,bayar_online_8,keluhan_online_1,keluhan_online_2,keluhan_online_3,keluhan_online_4,keluhan_online_5,keluhan_online_6
Wanita,32,S1,Ibu Rumah Tangga,< Rp 2 juta,bogor,4.0,Sama saja,,Mobile Banking,,,,,,,,Bank BCA,,,,,Kurang dari/ setidaknya 1 kali per bulan,Tidak Pernah,> 10 kali per bulan,Tidak Pernah,Kurang dari/ setidaknya 1 kali per bulan,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Layanan/ Sistem down,Proses tidak berhasil namun saldo terpotong,,,GoPay,,OVO,,eMoney Mandiri,,,,,,,,Efisien secara waktu,,,,,,Pembayaran e-commerce,,,Pembayaran tol,,,Pembayaran transportasi umum,,Mobile Banking,,,,,,,Rp 100.001 – Rp 150.000,Jarang (kurang lebih 1 kali sebulan) Sangat jarang,,Kartu eMoney tidak terdeteksi,,,QRIS,,OVO,,Cafe/ restaurant,,Supermarket/ Mall,,,,Tetap,Membeli makanan dan minuman secara online,Belanja fashion & mode secara online,,Belanja groceries / keperluan sehari-hari secara online,,,,,,,online,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,online,online,online,online,online,online,online,Marketplace (seperti Lazada,Jasa Layanan Delivery Online (seperti Happyfresh,,,Whatsapp,,,,Shopee,,Tokopedia,Grab (GrabFood,,,,,,,,,GrabFood,Dapat memilih barang langsung,Dapat mengecek keaslian dan kualitas Lebih aman,,Sambil jalan-jalan,Tidak perlu mengeluarkan biaya pengiriman,,,melalui eMoney atau eWallet milik marketplace (seperti shopeepay,Transfer via Virtual Account,Transfer ke rekening bank melalui SMS/Mobile Banking atau Internet Banking,,,Kartu Kredit / Debit Online,,,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs,,,Jumlah barang yang diterima kurang,,
Wanita,23,SMA,Karyawan Swasta,< Rp 2 juta,pekalongan,5.0,Sama saja,Akses media sosial,Mobile Banking,,,,,,,,,,Bank BRI,,,,,2-5 kali per bulan,,,,,,,Mobile Banking,,Layanan/ Sistem down,,,,GoPay,ShopeePay,,Dana,,,,,,,,Simple,Efisien secara waktu,Promo,,,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,,Pembelian pulsa,,,,,,Mobile Banking,Top up di minimarket,,,,,,Rp 50.001 – Rp 100.000,Sering (kurang lebih 1 kali seminggu),,,,,,GoPay,,,,Mini market,,,,,Tetap,,,,,,,,,,,online,online,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,online,online,offline/ langsung datang ke toko fisik,online,online,online,Marketplace (seperti Lazada,Jasa Layanan Delivery Online (seperti Happyfresh,,Tiktok,,,,,Shopee,Gojek (GoFood,,Grab (GrabFood,,,,,,,,,ShopeeFood,,Dapat mengecek keaslian dan kualitas Lebih aman,Langsung dapat membawa pulang barang dan menggunakannya,,,,,melalui eMoney atau eWallet milik marketplace (seperti shopeepay,Transfer via Virtual Account,,COD (Cash on Delivery),,,Melalui minimarket,,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs,Barang rusak/ salah tetapi tidak dapat dikembalikan,,Jumlah barang yang diterima kurang,,
Pria,52,SMA,Driver online,< Rp 2 juta,jakarta,,Ya,Streaming video/ film,,ATM,,,,,,,Bank BCA,Bank CIMB Niaga,,,,> 10 kali per bulan,,> 10 kali per bulan,,,ATM,,,,,,Layanan/ Sistem down,,,,,,OVO,,,,,,,,,Simple,,,,,,Pembayaran transportasi online,,,Pembelian pulsa,,,,,,,,,,Melalui Driver,,,Rp 150.001 – Rp 300.000,Sangat Sering (beberapa kali dalam seminggu),Aplikasi tidak bisa digunakan/ diakses,,,,,GoPay,OVO,,,Mini market,,,,,Tetap,Membeli makanan dan minuman secara online,,Pembelian pulsa secara online,,,,,,,,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,online,online,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,,Jasa Layanan Delivery Online (seperti Happyfresh,,,,,,,,Gojek (GoFood,,Grab (GrabFood,,,,,,,,,GrabFood,Dapat memilih barang langsung,,,,,,,melalui eMoney atau eWallet milik marketplace (seperti shopeepay,,,,,,,,,,Pembayaran sudah dilakukan; barang tidak tersedia,,,
Wanita,19,SMA,Pelajar / Mahasiswa,< Rp 2 juta,bandung,10.0,Sama saja,,Mobile Banking,ATM,,,,,,,Bank BCA,,,,,,,6-9 kali per bulan,,,Mobile Banking,Mobile Banking,ATM,Mobile Banking,Mobile Banking,,,,Transaksi / pembayaran yang sama terjadi dua kali,,GoPay,ShopeePay,OVO,Dana,,,,,,,,Simple,Efisien secara waktu,Promo,Tidak perlu datang ke bank,Aman,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,Pembayaran di restauran/ cafe,Pembelian pulsa,,Pembayaran di minimarket,,,,Mobile Banking,,,,,,,Rp 50.001 – Rp 100.000,Sering (kurang lebih 1 kali seminggu),,,,,QRIS,GoPay,OVO,,,,,Tempat hiburan/ rekreasi (seperti bioskop,Pedagang kaki lima / warung-warung pinggir jalan,,Tetap,Membeli makanan dan minuman secara online,Belanja fashion & mode secara online,Pembelian pulsa secara online,Belanja groceries / keperluan sehari-hari secara online,Belanja kosmetik & alat kecantikan/ perawatan badan secara online,Belanja buku,,,,,offline/ langsung datang ke toko fisik,online,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,online,online,online,online,online,online,Marketplace (seperti Lazada,Jasa Layanan Delivery Online (seperti Happyfresh,,Tiktok,,,,,Shopee,Gojek (GoFood,,Grab (GrabFood,,,,,,,,,GoFood,Dapat memilih barang langsung,Dapat mengecek keaslian dan kualitas Lebih aman,,Sambil jalan-jalan,,,,,Transfer via Virtual Account,Transfer ke rekening bank melalui SMS/Mobile Banking atau Internet Banking,,,,,,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs,,,Jumlah barang yang diterima kurang,,
Wanita,46,S1,Ibu Rumah Tangga,< Rp 2 juta,bekasi,8.0,Sama saja,,Mobile Banking,ATM,,,,,,Bank Mandiri,Bank BCA,,,,,Kurang dari/ setidaknya 1 kali per bulan,,Kurang dari/ setidaknya 1 kali per bulan,,,Mobile Banking,Datang ke cabang bank,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,,,,,,,eMoney Mandiri,,,,,,,Simple,,,,,,,,,,,Pembayaran di minimarket,,,,,Top up di minimarket,,,,,,Rp 150.001 – Rp 300.000,Sering (kurang lebih 1 kali seminggu),,,,,,,,,,,,,,,Tetap,,,,,,,,,,,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,online,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,online,online,Marketplace (seperti Lazada,Jasa Layanan Delivery Online (seperti Happyfresh,,,Whatsapp,,,,Shopee,Gojek (GoFood,,,Traveloka,,,,,,,,GoFood,Dapat memilih barang langsung,Dapat mengecek keaslian dan kualitas Lebih aman,,Sambil jalan-jalan,,,,,,Transfer ke rekening bank melalui SMS/Mobile Banking atau Internet Banking,COD (Cash on Delivery),,,,,,,,,,
Pria,18,SMA,Pelajar / Mahasiswa,< Rp 2 juta,jakarta,12.0,Sama saja,,,ATM,,Internet Banking,,,,,Bank BCA,,,,,2-5 kali per bulan,,2-5 kali per bulan,,,Mobile Banking,,Mobile Banking,Mobile Banking,Mobile Banking,,Layanan/ Sistem down,,,,GoPay,,,,,,,,,,,,Efisien secara waktu,Promo,,,Pembelian delivery makanan,,,,,,,,,,Mobile Banking,,,,,,,"Rp 25.000 – Rp 50.000,-",Sering (kurang lebih 1 kali seminggu),,,Telah Top Up tapi saldo tidak bertambah,,QRIS,GoPay,,,Cafe/ restaurant,,,,,,Tetap,,,,,,,,,,,online,online,online,online,online,online,online,online,online,online,online,Marketplace (seperti Lazada,Jasa Layanan Delivery Online (seperti Happyfresh,,,,,,,Shopee,,Tokopedia,,,,,Bukalapak,,,,,GoFood,Dapat memilih barang langsung,,,,,,,,,Transfer ke rekening bank melalui SMS/Mobile Banking atau Internet Banking,,,,,,,,Pembayaran sudah dilakukan; barang tidak tersedia,,,
Wanita,25,S1,Karyawan Swasta,Rp 2 juta – Rp 5 juta,tangerang,6.0,Ya,Streaming video/ film,Mobile Banking,ATM,,,,,Bank BNI,,Bank BCA,,Bank BRI,,,2-5 kali per bulan,,> 10 kali per bulan,,,Mobile Banking,,Mobile Banking,Mobile Banking,,,Layanan/ Sistem down,,Transaksi / pembayaran yang sama terjadi dua kali,,GoPay,ShopeePay,OVO,Dana,,,LinkAja,,,,,Simple,Efisien secara waktu,,,,,Pembayaran transportasi online,Pembayaran e-commerce,,Pembelian pulsa,Pembayaran tol,,Pembayaran tiket parkir,,,Mobile Banking,,,,,,,Rp 150.001 – Rp 300.000,Sering (kurang lebih 1 kali seminggu),,,,,QRIS,GoPay,OVO,,Cafe/ restaurant,Mini market,Supermarket/ Mall,Tempat hiburan/ rekreasi (seperti bioskop,Pedagang kaki lima / warung-warung pinggir jalan,,Tetap,,,,,,,,,,,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,online,offline/ langsung datang ke toko fisik,online,online,online,online,online,online,online,Marketplace (seperti Lazada,Jasa Layanan Delivery Online (seperti Happyfresh,,,,,,,Shopee,Gojek (GoFood,,Grab (GrabFood,Traveloka,,,,,,,,GrabFood,Dapat memilih barang langsung,Dapat mengecek keaslian dan kualitas Lebih aman,,Sambil jalan-jalan,,,,melalui eMoney atau eWallet milik marketplace (seperti shopeepay,,,,,,,,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs,Barang rusak/ salah tetapi tidak dapat dikembalikan,,Jumlah barang yang diterima kurang,,
Wanita,16,SMA,Pelajar / Mahasiswa,< Rp 2 juta,bandung,,Ya,mencari banyak referensi belajar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GoPay,ShopeePay,,,,,,,,,,Simple,Efisien secara waktu,,,,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,,,,,,,,,Top up di minimarket,,,,,,"Rp 25.000 – Rp 50.000,-",Hanya mengisi jika akan menggunakan,,,Telah Top Up tapi saldo tidak bertambah,,,,,,,,,,,,Tetap,,,,,,,,,,,online,offline/ langsung datang ke toko fisik,online,online,online,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,online,online,Marketplace (seperti Lazada,Jasa Layanan Delivery Online (seperti Happyfresh,,,,,,,Shopee,Gojek (GoFood,,Grab (GrabFood,,,,,,,,,GoFood,Dapat memilih barang langsung,Dapat mengecek keaslian dan kualitas Lebih aman,Langsung dapat membawa pulang barang dan menggunakannya,,Tidak perlu mengeluarkan biaya pengiriman,,,melalui eMoney atau eWallet milik marketplace (seperti shopeepay,,,COD (Cash on Delivery),,,Melalui minimarket,,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs,Barang rusak/ salah tetapi tidak dapat dikembalikan,,,,
Wanita,21,S1,Pelajar / Mahasiswa,< Rp 2 juta,depok,5.0,Sama saja,,Mobile Banking,ATM,,Internet Banking,,SMS Banking,Bank BNI,,Bank BCA,Bank CIMB Niaga,,,,Kurang dari/ setidaknya 1 kali per bulan,Kurang dari/ setidaknya 1 kali per bulan,2-5 kali per bulan,Kurang dari/ setidaknya 1 kali per bulan,Kurang dari/ setidaknya 1 kali per bulan,Mobile Banking,Internet Banking,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Layanan/ Sistem down,Proses tidak berhasil namun saldo terpotong,Transaksi / pembayaran yang sama terjadi dua kali,Tidak melakukan transaksi tapi saldo terpotong,GoPay,ShopeePay,OVO,Dana,,Flazz BCA,LinkAja,,,JakCard,,Simple,Efisien secara waktu,Promo,Tidak perlu datang ke bank,Aman,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,,,,,,Pembayaran transportasi umum,,Mobile Banking,,,,,,,"Rp 25.000 – Rp 50.000,-",Hanya mengisi jika akan menggunakan,Aplikasi tidak bisa digunakan/ diakses,,Telah Top Up tapi saldo tidak bertambah,,QRIS,GoPay,OVO,LinkAja,Cafe/ restaurant,,,,,,Tetap,,Belanja fashion & mode secara online,,,,,,,,,online,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,online,offline/ langsung datang ke toko fisik,online,offline/ langsung datang ke toko fisik,online,offline/ langsung datang ke toko fisik,Marketplace (seperti Lazada,,,,,,,,Shopee,Gojek (GoFood,Tokopedia,Grab (GrabFood,,,,,,,,,GoFood,,,,,Tidak perlu mengeluarkan biaya pengiriman,Lebih murah,,melalui eMoney atau eWallet milik marketplace (seperti shopeepay,Transfer via Virtual Account,Transfer ke rekening bank melalui SMS/Mobile Banking atau Internet Banking,COD (Cash on Delivery),,,,,,,,,,
Wanita,50,SMA,Karyawan Swasta,Rp 5 juta – Rp 10 juta,jakarta,,Tidak,Akses media sosial,,ATM,,,,,,,,,Bank BRI,,,2-5 kali per bulan,,,,,,,,,,ATM,,Proses tidak berhasil namun saldo terpotong,,,GoPay,,OVO,,,,,,,,,Simple,,,,,Pembelian delivery makanan,,,,,,,,,,,,,Internet Banking,,,,Rp 50.001 – Rp 100.000,Jarang (kurang lebih 1 kali sebulan) Sangat jarang,,Kartu eMoney tidak terdeteksi,,,,,,,,,,,,,Menurun,,,,,,,,,,,,,,,,,,,online,,,,Jasa Layanan Delivery Online (seperti Happyfresh,,,,,,,Shopee,,,,,,,,,,,,ShopeeFood,,,,Sambil jalan-jalan,,,,,,,COD (Cash on Delivery),,,,,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs,,,,,
Wanita,13,SD,Pelajar / Mahasiswa,< Rp 2 juta,jakarta,7.0,Sama saja,,,ATM,,,,,Bank BNI,,,,,,,Kurang dari/ setidaknya 1 kali per bulan,Kurang dari/ setidaknya 1 kali per bulan,Kurang dari/ setidaknya 1 kali per bulan,Kurang dari/ setidaknya 1 kali per bulan,Kurang dari/ setidaknya 1 kali per bulan,ATM,Datang ke cabang bank,ATM,ATM,ATM,ATM,,,,,GoPay,,,,,,,,,,,Simple,Efisien secara waktu,Promo,Tidak perlu datang ke bank,Aman,Pembelian delivery makanan,,Pembayaran e-commerce,,,,,,,,,,ATM,,Melalui Driver,,,"Rp 25.000 – Rp 50.000,-",Hanya mengisi jika akan menggunakan,,,,,,,,,,,,,,,Menurun,,,,,,,,,,,offline/ langsung datang ke toko fisik,online,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,online,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,Marketplace (seperti Lazada,Jasa Layanan Delivery Online (seperti Happyfresh,,,,,,,Shopee,Gojek (GoFood,Tokopedia,,,,,,,,,,GoFood,Dapat memilih barang langsung,Dapat mengecek keaslian dan kualitas Lebih aman,,Sambil jalan-jalan,Tidak perlu mengeluarkan biaya pengiriman,,,melalui eMoney atau eWallet milik marketplace (seperti shopeepay,,Transfer ke rekening bank melalui SMS/Mobile Banking atau Internet Banking,COD (Cash on Delivery),Transfer via ATM,,Melalui minimarket,,,,Pembayaran sudah dilakukan; barang tidak tersedia,,,
Pria,58,S3,Profesional,Rp 5 juta – Rp 10 juta,bandung,6.0,Tidak,,Mobile Banking,ATM,,,,,Bank BNI,,,,,,,6-9 kali per bulan,,2-5 kali per bulan,,,,Mobile Banking,,,,,Layanan/ Sistem down,Proses tidak berhasil namun saldo terpotong,,,,,,,,,,Tidak Menggunakan eMoney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Menurun,,,,,,,,,,,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,online,online,online,online,online,Marketplace (seperti Lazada,Jasa Layanan Delivery Online (seperti Happyfresh,,,,,,,Shopee,,Tokopedia,,,Lazada,,,,,,,ShopeeFood,,Dapat mengecek keaslian dan kualitas Lebih aman,,,,,,,,Transfer ke rekening bank melalui SMS/Mobile Banking atau Internet Banking,,,,,,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs,Barang rusak/ salah tetapi tidak dapat dikembalikan,Pembayaran sudah dilakukan; barang tidak tersedia,,,
Wanita,19,SMA,Pelajar / Mahasiswa,< Rp 2 juta,jakarta,,Ya,Akses media sosial,Mobile Banking,,,,,,,,Bank BCA,,,,,2-5 kali per bulan,,> 10 kali per bulan,,,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,,,GoPay,ShopeePay,OVO,,,Flazz BCA,,,,,,Simple,,Promo,,,Pembelian delivery makanan,Pembayaran transportasi online,,,,Pembayaran tol,,Pembayaran tiket parkir,Pembayaran transportasi umum,,Mobile Banking,Top up di minimarket,,,,,,Rp 50.001 – Rp 100.000,Sering (kurang lebih 1 kali seminggu),,Kartu eMoney tidak terdeteksi,,,QRIS,GoPay,OVO,,Cafe/ restaurant,Mini market,Supermarket/ Mall,Tempat hiburan/ rekreasi (seperti bioskop,Pedagang kaki lima / warung-warung pinggir jalan,Pasar tradisional,Menurun,Membeli makanan dan minuman secara online,Belanja fashion & mode secara online,Pembelian pulsa secara online,,Belanja kosmetik & alat kecantikan/ perawatan badan secara online,,,,,,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,online,offline/ langsung datang ke toko fisik,online,online,online,online,Marketplace (seperti Lazada,,,Tiktok,,,,,Shopee,,,,,Lazada,,,,,Zalora,,GrabFood,Dapat memilih barang langsung,Dapat mengecek keaslian dan kualitas Lebih aman,,,,,,,Transfer via Virtual Account,Transfer ke rekening bank melalui SMS/Mobile Banking atau Internet Banking,,,,,,,Barang rusak/ salah tetapi tidak dapat dikembalikan,,,,
Pria,18,SMA,Pelajar / Mahasiswa,< Rp 2 juta,semarang,,Sama saja,,Mobile Banking,ATM,,,,,Bank BNI,,,,,,,2-5 kali per bulan,,2-5 kali per bulan,,,ATM,,Mobile Banking,,,,,,,,,ShopeePay,,,,,,,,,,Simple,Efisien secara waktu,Promo,Tidak perlu datang ke bank,,Pembelian delivery makanan,,,,Pembelian pulsa,,,,,,Mobile Banking,,,,,,,Rp 50.001 – Rp 100.000,Hanya mengisi jika akan menggunakan,,,,,,,,,,,,,,,Meningkat,,,,,,,Booking transportasi jarak jauh kereta api/ pesawat secara online,,,,offline/ langsung datang ke toko fisik,,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,,online,online,offline/ langsung datang ke toko fisik,online,online,Marketplace (seperti Lazada,,,,,,,,Shopee,,Tokopedia,,,,,Bukalapak,,,,,GoFood,Dapat memilih barang langsung,Dapat mengecek keaslian dan kualitas Lebih aman,,,,,,melalui eMoney atau eWallet milik marketplace (seperti shopeepay,,Transfer ke rekening bank melalui SMS/Mobile Banking atau Internet Banking,,,,,,,,,,,
Wanita,19,SMA,Pelajar / Mahasiswa,< Rp 2 juta,jakarta,7.0,Ya,Akses media sosial,Mobile Banking,ATM,,,,,,,Bank BCA,,,,,Kurang dari/ setidaknya 1 kali per bulan,,> 10 kali per bulan,,,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,,,,,GoPay,ShopeePay,OVO,,,,,,,,,Simple,Efisien secara waktu,Promo,,,Pembelian delivery makanan,Pembayaran transportasi online,,,Pembelian pulsa,Pembayaran tol,,,Pembayaran transportasi umum,,Mobile Banking,,,,,,,Rp 50.001 – Rp 100.000,Sangat Sering (beberapa kali dalam seminggu),,,,,QRIS,GoPay,,,Cafe/ restaurant,,,Tempat hiburan/ rekreasi (seperti bioskop,Pedagang kaki lima / warung-warung pinggir jalan,,Meningkat,Membeli makanan dan minuman secara online,,Pembelian pulsa secara online,Belanja groceries / keperluan sehari-hari secara online,Belanja kosmetik & alat kecantikan/ perawatan badan secara online,,Booking transportasi jarak jauh kereta api/ pesawat secara online,,,,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,online,offline/ langsung datang ke toko fisik,online,online,online,online,Marketplace (seperti Lazada,Jasa Layanan Delivery Online (seperti Happyfresh,,,,,,,Shopee,Gojek (GoFood,,Grab (GrabFood,,,,,,,,,GrabFood,Dapat memilih barang langsung,Dapat mengecek keaslian dan kualitas Lebih aman,Langsung dapat membawa pulang barang dan menggunakannya,Sambil jalan-jalan,Tidak perlu mengeluarkan biaya pengiriman,,,melalui eMoney atau eWallet milik marketplace (seperti shopeepay,Transfer via Virtual Account,,,,,,,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs,,,,,
Pria,47,S2,Karyawan Swasta,> Rp 10 juta,jakarta,2.0,Ya,Akses media sosial,Mobile Banking,,,,,,,Bank Mandiri,Bank BCA,,,,,> 10 kali per bulan,Tidak Pernah,> 10 kali per bulan,Tidak Pernah,Kurang dari/ setidaknya 1 kali per bulan,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,,,GoPay,,OVO,,,Flazz BCA,,,,,,Simple,,,,,Pembelian delivery makanan,,Pembayaran e-commerce,,,Pembayaran tol,,Pembayaran tiket parkir,,,Mobile Banking,,,,,,,Rp 150.001 – Rp 300.000,Sering (kurang lebih 1 kali seminggu),Aplikasi tidak bisa digunakan/ diakses,,,,QRIS,GoPay,,,Cafe/ restaurant,Mini market,Supermarket/ Mall,,Pedagang kaki lima / warung-warung pinggir jalan,,Meningkat,Membeli makanan dan minuman secara online,Belanja fashion & mode secara online,Pembelian pulsa secara online,,,,,,,,offline/ langsung datang ke toko fisik,online,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,online,online,online,online,online,online,Marketplace (seperti Lazada,Jasa Layanan Delivery Online (seperti Happyfresh,Website toko online Instagram,,,,,,,Gojek (GoFood,Tokopedia,Grab (GrabFood,,,,,,,,,GoFood,Dapat memilih barang langsung,Dapat mengecek keaslian dan kualitas Lebih aman,,,,,,,Transfer via Virtual Account,Transfer ke rekening bank melalui SMS/Mobile Banking atau Internet Banking,,,,,,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs,,Pembayaran sudah dilakukan; barang tidak tersedia,,,
Wanita,25,S1,Karyawan Swasta,Rp 2 juta – Rp 5 juta,yogyakarta,5.0,Ya,Streaming video/ film,,ATM,,Internet Banking,,,Bank BNI,Bank Mandiri,,,,,,2-5 kali per bulan,6-9 kali per bulan,Tidak Pernah,Tidak Pernah,Tidak Pernah,Internet Banking,Internet Banking,Internet Banking,Internet Banking,Internet Banking,Internet Banking,Layanan/ Sistem down,,,,,ShopeePay,OVO,,,,,,,,,,Efisien secara waktu,Promo,Tidak perlu datang ke bank,,,,Pembayaran e-commerce,Pembayaran di restauran/ cafe,,,,,,,,,,Internet Banking,,,,Rp 150.001 – Rp 300.000,Jarang (kurang lebih 1 kali sebulan) Sangat jarang,Aplikasi tidak bisa digunakan/ diakses,,,,QRIS,GoPay,OVO,,Cafe/ restaurant,,,Tempat hiburan/ rekreasi (seperti bioskop,,,Tetap,,,,,,,,,,,online,,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,online,online,online,offline/ langsung datang ke toko fisik,online,online,Marketplace (seperti Lazada,,,,,,,,Shopee,,Tokopedia,,,,,,,JD.id,,,GrabFood,,Dapat mengecek keaslian dan kualitas Lebih aman,Langsung dapat membawa pulang barang dan menggunakannya,,Tidak perlu mengeluarkan biaya pengiriman,,,,,,COD (Cash on Delivery),,,,,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs,Barang rusak/ salah tetapi tidak dapat dikembalikan,Pembayaran sudah dilakukan; barang tidak tersedia,Jumlah barang yang diterima kurang,,
